City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
175,Yanaul,RU,2022-04-09 00:48:14,56.2719,54.9309,34.54,100,100,4.32,overcast clouds
176,Sao Joao Da Barra,BR,2022-04-09 00:48:14,-21.6403,-41.0511,76.3,82,8,9.51,clear sky
177,Kudahuvadhoo,MV,2022-04-09 00:48:15,2.6708,72.8944,84.24,65,96,10.42,overcast clouds
178,Normandin,CA,2022-04-09 00:48:15,48.8333,-72.5321,34.11,93,100,9.22,overcast clouds
179,Bakel,SN,2022-04-09 00:48:15,14.905,-12.4568,90.68,15,11,12.55,few clouds
180,Khasan,RU,2022-04-09 00:48:16,42.4308,130.6434,51.15,67,96,2.35,overcast clouds
181,Vestmannaeyjar,IS,2022-04-09 00:48:17,63.4427,-20.2734,36.36,63,100,8.5,overcast clouds
182,Palmer,US,2022-04-09 00:46:14,42.1584,-72.3287,53.15,76,20,0.0,few clouds
183,Hasaki,JP,2022-04-09 00:45:34,35.7333,140.8333,68.4,63,0,19.51,clear sky
184,Deniliquin,AU,2022-04-09 00:48:19,-35.5333,144.9667,68.58,68,94,14.32,overcast clouds
185,Mount Isa,AU,2022-04-09 00:48:20,-20.7333,139.5,91.17,24,10,5.75,clear sky
186,Yaan,NG,2022-04-09 00:48:20,7.3833,8.5667,82.69,68,100,11.59,overcast clouds
187,Turukhansk,RU,2022-04-09 00:48:21,65.8167,87.9833,11.14,94,97,6.02,overcast clouds
188,Longyearbyen,SJ,2022-04-09 00:48:22,78.2186,15.6401,12.04,73,40,13.8,scattered clouds
189,Ushirombo,TZ,2022-04-09 00:48:22,-3.4919,31.9639,63.16,93,18,2.95,few clouds
190,Kamaishi,JP,2022-04-09 00:48:22,39.2667,141.8833,54.63,51,0,12.62,clear sky
191,Vostok,RU,2022-04-09 00:48:22,46.4856,135.8833,40.57,83,50,3.27,scattered clouds
192,Severo-Kurilsk,RU,2022-04-09 00:48:23,50.6789,156.125,32.92,75,80,13.04,broken clouds
193,Acapulco,MX,2022-04-09 00:44:42,16.8634,-99.8901,80.42,74,75,10.36,broken clouds
194,Huty,UA,2022-04-09 00:48:23,50.1332,35.3439,42.01,91,79,6.26,broken clouds
195,Zaplavnoye,RU,2022-04-09 00:48:24,48.7048,45.0229,51.19,87,100,7.4,overcast clouds
196,Belaya Glina,RU,2022-04-09 00:48:25,46.07,40.86,49.14,89,100,24.63,overcast clouds
197,Kachiry,KZ,2022-04-09 00:48:26,53.0675,76.1036,32.41,73,0,7.61,clear sky
198,Dwarka,IN,2022-04-09 00:48:27,22.2394,68.9678,79.72,73,0,9.01,clear sky
199,Kelvington,CA,2022-04-09 00:48:28,52.1667,-103.5343,36.1,74,36,19.04,scattered clouds
200,Kavieng,PG,2022-04-09 00:48:28,-2.5744,150.7967,80.4,83,100,11.25,moderate rain
201,Nabire,ID,2022-04-09 00:45:30,-3.3667,135.4833,77.04,92,99,2.53,overcast clouds
202,Zemio,CF,2022-04-09 00:48:29,5.0314,25.1361,70.72,85,60,1.9,broken clouds
203,Ouadda,CF,2022-04-09 00:48:30,8.0777,22.4007,73.29,51,97,4.23,overcast clouds
204,Limbang,MY,2022-04-09 00:48:31,4.75,115.0,77.11,95,100,6.8,overcast clouds
205,Wageningen,NL,2022-04-09 00:48:31,51.9667,5.6667,41.05,88,7,10.0,clear sky
206,Muzhi,RU,2022-04-09 00:48:31,65.3667,64.6667,-4.36,100,100,3.83,overcast clouds
207,Vadso,NO,2022-04-09 00:48:32,70.0744,29.7487,33.96,86,75,29.93,broken clouds
208,Avera,US,2022-04-09 00:48:32,33.194,-82.5271,56.71,54,74,12.75,broken clouds
209,Bambous Virieux,MU,2022-04-09 00:48:32,-20.3428,57.7575,76.21,94,75,13.8,broken clouds
210,Zhangjiakou,CN,2022-04-09 00:48:33,40.81,114.8794,63.05,20,55,1.97,broken clouds
211,Mbanza-Ngungu,CD,2022-04-09 00:48:33,-5.25,14.8667,68.23,98,54,2.95,light rain
212,Alta Floresta,BR,2022-04-09 00:48:33,-9.8756,-56.0861,74.08,91,75,2.53,broken clouds
213,Marevo,RU,2022-04-09 00:48:34,57.3146,32.0804,32.79,90,89,7.58,overcast clouds
214,Yatou,CN,2022-04-09 00:48:34,37.15,122.3833,60.4,64,20,15.9,few clouds
215,Gunjur,GM,2022-04-09 00:48:34,13.2019,-16.7339,73.47,73,5,5.75,haze
216,Vao,NC,2022-04-09 00:48:35,-22.6667,167.4833,77.43,87,24,23.06,few clouds
217,Hervey Bay,AU,2022-04-09 00:48:35,-25.2986,152.8535,77.02,84,97,5.99,overcast clouds
218,Vilhena,BR,2022-04-09 00:48:36,-12.7406,-60.1458,70.05,95,47,0.25,scattered clouds
219,Kalach-Na-Donu,RU,2022-04-09 00:48:37,48.691,43.5264,51.15,89,100,7.96,overcast clouds
220,Sambava,MG,2022-04-09 00:48:37,-14.2667,50.1667,75.42,90,100,8.66,overcast clouds
221,Nykoping,SE,2022-04-09 00:48:37,58.753,17.0079,30.06,74,0,8.05,clear sky
222,Amot,NO,2022-04-09 00:48:38,59.5714,7.9877,17.76,87,31,7.05,scattered clouds
223,East London,ZA,2022-04-09 00:48:38,-33.0153,27.9116,62.13,80,97,9.78,light rain
224,Orshanka,RU,2022-04-09 00:48:38,56.9161,47.8933,36.16,91,39,8.79,scattered clouds
225,Xining,CN,2022-04-09 00:48:38,36.6167,101.7667,50.61,21,0,1.3,clear sky
226,Faanui,PF,2022-04-09 00:48:39,-16.4833,-151.75,82.67,72,100,16.91,overcast clouds
227,Meulaboh,ID,2022-04-09 00:48:39,4.1363,96.1285,78.03,83,33,3.38,scattered clouds
228,San Policarpo,PH,2022-04-09 00:48:39,12.1791,125.5072,76.33,89,100,10.65,overcast clouds
229,Kedrovyy,RU,2022-04-09 00:48:40,56.1667,91.8167,32.41,91,100,13.58,snow
230,Venado Tuerto,AR,2022-04-09 00:48:40,-33.7456,-61.9688,68.77,61,61,7.56,broken clouds
231,Portland,US,2022-04-09 00:45:23,45.5234,-122.6762,55.62,60,75,19.57,broken clouds
232,Batabano,CU,2022-04-09 00:48:40,22.7164,-82.2881,74.01,66,93,16.04,overcast clouds
233,Hami,CN,2022-04-09 00:48:41,42.8,93.45,64.0,29,100,16.84,overcast clouds
234,Chimoio,MZ,2022-04-09 00:48:41,-19.1164,33.4833,64.26,100,75,9.57,broken clouds
235,Faya,SA,2022-04-09 00:48:41,18.3851,42.4509,57.72,39,0,1.16,clear sky
236,Rosetown,CA,2022-04-09 00:48:42,51.5501,-108.0014,67.98,19,100,20.71,overcast clouds
237,High Level,CA,2022-04-09 00:48:42,58.5169,-117.136,37.51,93,100,11.5,moderate rain
238,Kloulklubed,PW,2022-04-09 00:48:42,7.0419,134.2556,81.1,80,100,19.91,overcast clouds
239,Comodoro Rivadavia,AR,2022-04-09 00:48:43,-45.8667,-67.5,49.86,93,0,5.75,clear sky
240,Camopi,GF,2022-04-09 00:48:43,3.1655,-52.3158,71.73,99,99,1.36,overcast clouds
241,Inzhavino,RU,2022-04-09 00:48:43,52.3185,42.4937,48.97,85,100,10.02,overcast clouds
242,Seoul,KR,2022-04-09 00:48:44,37.5683,126.9778,60.37,59,75,4.61,broken clouds
243,Aswan,EG,2022-04-09 00:48:44,24.0934,32.907,87.1,12,0,10.36,clear sky
244,Denizli,TR,2022-04-09 00:48:44,37.8402,29.0698,55.06,61,0,3.71,clear sky
245,Yellowknife,CA,2022-04-09 00:44:45,62.456,-114.3525,38.41,90,75,12.66,broken clouds
246,Seymchan,RU,2022-04-09 00:48:45,62.8833,152.4333,16.66,80,100,14.03,overcast clouds
247,Skibbereen,IE,2022-04-09 00:48:45,51.55,-9.2667,36.1,77,0,4.18,clear sky
248,Hamada,JP,2022-04-09 00:48:45,34.8833,132.0833,65.12,43,0,9.22,clear sky
249,Bardiyah,LY,2022-04-09 00:48:46,31.7561,25.0865,57.67,79,0,6.67,clear sky
250,Shamary,RU,2022-04-09 00:48:46,57.3434,58.2199,34.54,99,100,3.6,overcast clouds
251,General Cepeda,MX,2022-04-09 00:48:46,25.3833,-101.45,67.06,29,99,9.46,overcast clouds
252,Zhicheng,CN,2022-04-09 00:48:47,30.2956,111.5047,74.46,44,97,1.48,overcast clouds
253,Cassilandia,BR,2022-04-09 00:48:47,-19.1133,-51.7342,74.37,85,82,1.48,broken clouds
254,Madimba,TZ,2022-04-09 00:48:47,-10.4,40.3333,75.67,91,26,5.82,scattered clouds
255,Rio Grande,BR,2022-04-09 00:48:48,-32.035,-52.0986,64.51,87,0,9.86,clear sky
256,Caravelas,BR,2022-04-09 00:48:49,-17.7125,-39.2481,76.46,83,5,4.72,clear sky
257,Tuktoyaktuk,CA,2022-04-09 00:48:51,69.4541,-133.0374,14.0,79,40,8.05,scattered clouds
258,Soyo,AO,2022-04-09 00:48:52,-6.1349,12.3689,77.83,92,69,6.35,broken clouds
259,Jablah,SY,2022-04-09 00:48:52,35.3614,35.9256,62.89,82,75,11.5,broken clouds
