City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Necochea,AR,2022-04-06 00:51:41,-38.5473,-58.7368,62.98,55,13,9.44
294,Glendive,US,2022-04-06 00:51:41,47.1053,-104.7125,42.69,66,75,42.57
295,Krasnoselkup,RU,2022-04-06 00:51:42,65.7,82.4667,34.47,99,100,20.94
296,Tanout,NE,2022-04-06 00:51:42,14.9709,8.8879,82.47,7,71,10.18
297,Thompson,CA,2022-04-06 00:51:42,55.7435,-97.8558,39.36,52,75,9.22
298,Anadyr,RU,2022-04-06 00:51:43,64.75,177.4833,1.9,71,0,6.71
299,Boundiali,CI,2022-04-06 00:51:43,9.5217,-6.4869,80.49,59,29,3.13
300,Mar Del Plata,AR,2022-04-06 00:50:06,-38.0023,-57.5575,67.08,65,0,13.8
301,Avarua,CK,2022-04-06 00:51:43,-21.2078,-159.775,86.05,70,100,11.5
302,Kikwit,CD,2022-04-06 00:51:44,-5.041,18.8162,69.91,96,100,2.39
303,Jussara,BR,2022-04-06 00:51:44,-23.6214,-52.4694,80.56,84,9,3.56
304,Malacacheta,BR,2022-04-06 00:51:44,-17.8422,-42.0767,65.16,72,45,2.13
305,Hasaki,JP,2022-04-06 00:51:44,35.7333,140.8333,63.0,74,100,10.71
306,Juruti,BR,2022-04-06 00:51:45,-2.1522,-56.0922,74.32,93,100,3.29
307,Krasnotorka,UA,2022-04-06 00:51:45,48.682,37.5327,39.96,75,100,14.88
308,Nome,US,2022-04-06 00:51:45,64.5011,-165.4064,10.47,61,0,5.75
309,Te Anau,NZ,2022-04-06 00:51:46,-45.4167,167.7167,52.18,64,93,7.23
310,Silifke,TR,2022-04-06 00:51:46,36.3778,33.9344,64.08,59,100,5.75
311,Kahului,US,2022-04-06 00:51:46,20.8947,-156.47,84.22,65,20,20.71
312,Worland,US,2022-04-06 00:51:47,44.0169,-107.9554,46.6,20,40,31.07
313,Inhambane,MZ,2022-04-06 00:51:47,-23.865,35.3833,75.6,85,1,7.76
314,Marfino,RU,2022-04-06 00:51:47,55.7028,37.3822,34.05,86,75,11.18
315,Xinxiang,CN,2022-04-06 00:47:15,35.3089,113.8672,62.67,47,0,13.82
316,Zehdenick,DE,2022-04-06 00:52:48,52.9785,13.3317,47.82,98,100,2.84
317,Sabang,ID,2022-04-06 00:52:48,5.8933,95.3214,80.26,74,100,15.97
318,Karaton,ID,2022-04-06 00:52:48,-6.3424,106.1045,76.69,88,100,3.38
319,Yar-Sale,RU,2022-04-06 00:52:49,66.8333,70.8333,27.84,97,100,27.34
320,Mago,RU,2022-04-06 00:52:49,53.2514,140.1822,29.46,68,54,14.2
321,Abbeville,FR,2022-04-06 00:52:49,50.1,1.8333,50.49,77,100,14.74
322,Kavaratti,IN,2022-04-06 00:51:08,10.5669,72.642,83.19,73,25,6.26
323,Saldanha,ZA,2022-04-06 00:52:50,-33.0117,17.9442,53.65,79,14,5.5
324,Gorzow Wielkopolski,PL,2022-04-06 00:52:18,52.7368,15.2288,45.39,73,100,1.01
325,Pochutla,MX,2022-04-06 00:52:50,15.7432,-96.4661,79.83,65,0,6.08
326,Havelock,US,2022-04-06 00:50:40,34.8791,-76.9013,69.78,86,100,8.05
327,Leuteboro,PH,2022-04-06 00:52:51,13.061,121.3747,79.93,87,99,8.61
328,Japura,ID,2022-04-06 00:52:51,-0.3167,102.35,76.98,90,88,2.73
329,Diosig,RO,2022-04-06 00:52:51,47.3,22.0,48.56,89,100,9.37
330,Korla,CN,2022-04-06 00:52:51,41.7597,86.1469,58.93,25,0,4.38
331,Ambunti,PG,2022-04-06 00:52:52,-4.2365,142.8448,88.0,62,100,2.51
332,Bonthe,SL,2022-04-06 00:52:52,7.5264,-12.505,77.4,84,7,3.76
333,Port Augusta,AU,2022-04-06 00:52:52,-32.5,137.7667,76.35,35,3,8.48
334,Bontang,ID,2022-04-06 00:52:53,0.1333,117.5,80.22,78,100,9.4
335,Alice Springs,AU,2022-04-06 00:52:53,-23.7,133.8833,78.35,18,6,2.3
336,Zhigalovo,RU,2022-04-06 00:52:53,54.8097,105.1578,29.07,92,100,1.39
337,Boguchany,RU,2022-04-06 00:52:54,58.3814,97.4531,35.82,100,100,3.38
338,Iqaluit,CA,2022-04-06 00:52:54,63.7506,-68.5145,2.93,77,75,25.32
339,Nanortalik,GL,2022-04-06 00:52:54,60.1432,-45.2371,30.63,88,51,1.72
340,Gazimurskiy Zavod,RU,2022-04-06 00:52:55,51.5461,118.3266,22.37,34,0,8.25
341,Cascais,PT,2022-04-06 00:52:55,38.6979,-9.4215,53.47,66,100,8.99
342,Abalak,RU,2022-04-06 00:52:55,58.1286,68.5944,28.9,84,100,13.58
343,Faanui,PF,2022-04-06 00:52:56,-16.4833,-151.75,82.92,76,6,19.73
344,Chara,RU,2022-04-06 00:52:56,56.9064,118.2631,6.17,68,11,2.26
345,Mingshui,CN,2022-04-06 00:52:56,36.7167,117.5,55.58,53,4,8.28
346,Vernon,CA,2022-04-06 00:52:05,50.2581,-119.2691,48.81,69,100,3.0
347,Moerai,PF,2022-04-06 00:52:57,-22.4333,-151.3333,81.45,74,14,10.58
348,Sulangan,PH,2022-04-06 00:52:57,11.1373,123.7228,80.96,81,100,14.65
349,Solnechnyy,RU,2022-04-06 00:52:57,50.7214,136.6319,27.75,68,99,12.55
350,Tahe,CN,2022-04-06 00:52:58,52.3333,124.7333,23.02,53,4,15.37
351,Lithakia,GR,2022-04-06 00:52:58,37.7167,20.8333,56.88,80,0,6.06
352,Ati,TD,2022-04-06 00:52:58,13.2154,18.3353,84.65,11,1,9.64
353,Hovd,MN,2022-04-06 00:52:59,48.0056,91.6419,45.41,27,3,3.27
354,Neuquen,AR,2022-04-06 00:50:22,-38.9516,-68.0591,62.49,77,0,1.14
355,Uribia,CO,2022-04-06 00:52:59,11.7139,-72.266,81.07,67,15,17.58
356,Scarborough,GB,2022-04-06 00:52:59,54.2797,-0.4044,49.91,85,87,5.99
357,Iberia,US,2022-04-06 00:53:00,29.9502,-91.7507,77.07,94,75,10.36
358,Ballina,AU,2022-04-06 00:53:00,-28.8667,153.5667,78.98,65,75,10.36
359,Port Blair,IN,2022-04-06 00:49:27,11.6667,92.75,77.04,94,40,2.3
360,Vanavara,RU,2022-04-06 00:53:00,60.34,102.2797,23.27,92,100,5.59
361,Komsomolskiy,UZ,2022-04-06 00:53:02,40.4272,71.7189,59.72,41,16,9.22
362,Amahai,ID,2022-04-06 00:54:02,-3.3333,128.9167,82.6,70,23,2.13
363,Northam,GB,2022-04-06 00:54:02,51.0333,-4.2167,50.4,94,100,22.64
364,Bambous Virieux,MU,2022-04-06 00:54:03,-20.3428,57.7575,79.05,89,40,8.05
365,Comodoro Rivadavia,AR,2022-04-06 00:54:03,-45.8667,-67.5,51.66,87,100,10.36
366,Batemans Bay,AU,2022-04-06 00:54:03,-35.7167,150.1833,66.09,72,100,7.25
367,Bollnas,SE,2022-04-06 00:54:04,61.3482,16.3946,26.1,66,1,11.12
368,Santa Barbara,US,2022-04-06 00:54:04,34.7333,-120.0343,80.69,26,0,14.97
369,Saint-Pierre,RE,2022-04-06 00:54:05,-21.3393,55.4781,75.29,88,75,4.61
370,Bowen,AU,2022-04-06 00:54:05,-20.0167,148.2333,83.34,60,9,8.7
371,San Lorenzo,PY,2022-04-06 00:54:05,-25.3333,-57.5333,70.74,88,100,3.44
372,Evensk,RU,2022-04-06 00:52:59,61.95,159.2333,20.35,70,9,3.96
373,Codrington,AU,2022-04-06 00:54:06,-38.2667,141.9667,63.86,58,77,11.7
374,Babayurt,RU,2022-04-06 00:54:06,43.6002,46.7789,40.68,93,94,5.01
375,Neryungri,RU,2022-04-06 00:54:06,56.6709,124.6491,11.77,86,100,16.33
376,Sisimiut,GL,2022-04-06 00:54:07,66.9395,-53.6735,25.3,95,99,2.95
377,Katherine,AU,2022-04-06 00:54:07,-14.4667,132.2667,86.32,62,0,5.75
378,Nahariyya,IL,2022-04-06 00:54:07,33.0059,35.0941,67.95,43,100,10.31
379,Boddam,GB,2022-04-06 00:54:08,57.4667,-1.7833,39.58,97,100,13.71
380,Ixtapa,MX,2022-04-06 00:54:08,20.7,-105.2,73.22,82,3,1.99
381,Swan Hill,AU,2022-04-06 00:54:09,-35.3378,143.5544,65.55,53,100,7.47
382,Graaff-Reinet,ZA,2022-04-06 00:54:09,-32.2522,24.5308,54.91,76,3,1.43
383,Sayanogorsk,RU,2022-04-06 00:54:09,53.0875,91.3997,46.56,69,100,5.7
384,Goderich,CA,2022-04-06 00:54:10,43.7501,-81.7165,41.32,81,100,2.3
385,Redmond,US,2022-04-06 00:50:32,47.674,-122.1215,54.64,68,84,5.01
386,Torbay,CA,2022-04-06 00:54:10,47.6666,-52.7314,33.76,86,75,19.57
387,Kampene,CD,2022-04-06 00:54:10,-3.6,26.6667,68.63,99,100,1.54
388,Florida,US,2022-04-06 00:50:18,28.7505,-82.5001,78.78,89,75,3.44
389,Alta Floresta,BR,2022-04-06 00:54:11,-9.8756,-56.0861,72.19,95,91,1.9
390,Oriximina,BR,2022-04-06 00:53:16,-1.7656,-55.8661,75.18,95,100,2.77
391,Aojiang,CN,2022-04-06 00:54:11,22.9421,116.0359,70.74,60,7,8.21
392,San Matias,BO,2022-04-06 00:54:12,-16.3667,-58.4,76.66,77,0,3.87
393,Nemuro,JP,2022-04-06 00:54:13,43.3236,145.575,40.44,86,0,21.03
394,Klaksvik,FO,2022-04-06 00:54:13,62.2266,-6.589,32.92,66,100,20.76
395,Upernavik,GL,2022-04-06 00:54:13,72.7868,-56.1549,19.69,98,100,5.1
396,Puerto Narino,CO,2022-04-06 00:54:14,-3.7703,-70.3831,73.6,97,100,1.36
397,Mehamn,NO,2022-04-06 00:54:14,71.0357,27.8492,29.12,84,100,26.62
398,Fortuna,US,2022-04-06 00:54:14,40.5982,-124.1573,54.93,66,0,14.97
399,Muros,ES,2022-04-06 00:54:15,42.7762,-9.0603,46.09,69,0,9.73
400,Qaracala,AZ,2022-04-06 00:54:15,39.8132,48.9523,49.8,78,100,3.27
401,Kizilskoye,RU,2022-04-06 00:54:16,52.7255,58.8937,30.29,80,14,6.33
402,Natal,BR,2022-04-06 00:54:17,-5.795,-35.2094,79.02,94,20,5.75
403,Cayenne,GF,2022-04-06 00:54:17,4.9333,-52.3333,80.1,1,75,9.22
404,Dingle,PH,2022-04-06 00:54:18,10.9995,122.6711,82.89,74,100,12.41
405,Dhidhdhoo,MV,2022-04-06 00:49:56,6.8833,73.1,83.08,67,16,1.5
406,San Policarpo,PH,2022-04-06 00:54:18,12.1791,125.5072,81.82,80,100,14.29
407,Saryagash,KZ,2022-04-06 00:54:19,41.4511,69.1701,64.36,28,66,10.18
408,Marawi,PH,2022-04-06 00:54:11,7.9986,124.2928,67.71,98,100,0.45
409,Stanghelle,NO,2022-04-06 00:55:19,60.5528,5.7357,32.63,77,100,4.61
410,Patiala,IN,2022-04-06 00:55:20,30.3267,76.4003,71.85,12,0,5.37
411,Broken Hill,AU,2022-04-06 00:55:20,-31.95,141.4333,69.51,46,27,12.66
412,Da Lat,VN,2022-04-06 00:55:21,11.9465,108.4419,64.72,79,98,5.03
413,Ryotsu,JP,2022-04-06 00:55:21,38.0833,138.4333,55.08,69,81,11.03
414,Sibu,MY,2022-04-06 00:55:17,2.3,111.8167,75.51,94,40,3.44
415,Isla Vista,US,2022-04-06 00:55:22,34.4133,-119.861,83.91,30,0,3.0
416,Nichinan,JP,2022-04-06 00:55:22,31.6,131.3667,64.08,41,100,2.73
417,Naryan-Mar,RU,2022-04-06 00:55:22,67.6713,53.087,-3.66,100,100,6.71
418,Nabire,ID,2022-04-06 00:55:23,-3.3667,135.4833,87.06,58,13,5.82
419,Kargil,IN,2022-04-06 00:55:23,34.5667,76.1,24.64,54,0,3.38
420,Severobaykalsk,RU,2022-04-06 00:55:23,55.65,109.3167,17.53,91,100,2.21
421,Conakry,GN,2022-04-06 00:55:24,9.538,-13.6773,78.87,83,40,0.0
422,Kasongo-Lunda,CD,2022-04-06 00:55:24,-6.4667,16.8167,70.34,96,100,0.69
423,Maymyo,MM,2022-04-06 00:55:25,22.0333,96.4667,76.57,53,0,2.57
424,Kangaatsiaq,GL,2022-04-06 00:55:25,68.3065,-53.4641,24.94,95,100,4.43
425,Policoro,IT,2022-04-06 00:55:26,40.2115,16.6726,48.97,83,99,0.29
426,Bandarbeyla,SO,2022-04-06 00:55:26,9.4942,50.8122,77.4,75,0,5.55
427,Jinxiang,CN,2022-04-06 00:55:27,27.4327,120.6062,63.23,72,94,4.81
428,Sioux Lookout,CA,2022-04-06 00:55:27,50.1001,-91.917,39.27,60,100,9.22
429,Grenada,ES,2022-04-06 00:55:27,37.1882,-3.6067,42.67,96,100,1.01
430,Kinsale,IE,2022-04-06 00:55:28,51.7075,-8.5306,47.57,87,75,8.05
431,Iacobeni,RO,2022-04-06 00:55:28,47.4333,25.3167,36.52,74,100,7.0
432,Beringovskiy,RU,2022-04-06 00:55:28,63.05,179.3167,7.57,67,0,2.59
433,San Rafael,AR,2022-04-06 00:55:28,-34.6177,-68.3301,68.13,36,0,7.58
434,Vestmanna,FO,2022-04-06 00:55:29,62.1564,-7.1664,31.12,59,75,16.11
435,Meget,RU,2022-04-06 00:55:29,52.415,104.0494,32.76,89,99,1.52
436,Port Macquarie,AU,2022-04-06 00:55:29,-31.4333,152.9167,74.35,66,1,4.45
437,Falmouth,GB,2022-04-06 00:55:30,50.1544,-5.0711,50.9,91,100,22.7
438,Wilmington,US,2022-04-06 00:53:47,34.2257,-77.9447,68.95,87,100,13.8
439,Chimoio,MZ,2022-04-06 00:55:30,-19.1164,33.4833,68.49,99,100,0.56
440,Manaus,BR,2022-04-06 00:55:30,-3.1019,-60.025,77.49,88,75,3.44
441,Yarada,IN,2022-04-06 00:55:31,17.65,83.2667,79.12,94,40,3.44
442,Indramayu,ID,2022-04-06 00:55:31,-6.3264,108.32,79.75,80,95,4.29
443,Belgrade,RS,2022-04-06 00:55:09,44.804,20.4651,49.42,69,0,3.44
444,Ereymentau,KZ,2022-04-06 00:55:31,51.6199,73.1033,33.3,94,100,12.37
445,Arman,RU,2022-04-06 00:55:32,59.7,150.1667,25.02,67,98,10.71
446,Bathsheba,BB,2022-04-06 00:55:32,13.2167,-59.5167,79.41,73,20,14.97
447,Okhotsk,RU,2022-04-06 00:55:32,59.3833,143.3,24.82,78,100,22.15
448,Athabasca,CA,2022-04-06 00:52:05,54.7169,-113.2854,41.41,73,100,10.09
449,Buchanan,LR,2022-04-06 00:55:33,5.8808,-10.0467,79.14,92,15,6.42
450,Georgetown,MY,2022-04-06 00:55:33,5.4112,100.3354,78.73,99,20,3.44
451,Nikki,BJ,2022-04-06 00:55:33,9.9401,3.2108,82.0,55,100,8.25
452,Wajir,KE,2022-04-06 00:55:34,1.7471,40.0573,78.73,64,16,14.65
453,Shingu,JP,2022-04-06 00:55:34,33.7333,135.9833,64.92,49,100,3.06
454,Monte Gordo,PT,2022-04-06 00:55:34,37.1819,-7.4523,51.75,82,100,5.99
455,Urubicha,BO,2022-04-06 00:55:35,-15.3833,-62.95,75.29,85,63,0.51
456,Avera,US,2022-04-06 00:56:35,33.194,-82.5271,65.71,89,100,14.76
457,Kaoma,ZM,2022-04-06 00:56:35,-14.7833,24.8,63.1,96,52,3.76
458,Ritchie,ZA,2022-04-06 00:56:36,-29.038,24.6028,45.61,50,0,6.06
459,Port Keats,AU,2022-04-06 00:56:36,-14.25,129.55,87.62,66,87,2.19
460,Utica,US,2022-04-06 00:56:36,43.1009,-75.2327,49.69,86,100,6.55
461,Pudozh,RU,2022-04-06 00:56:36,61.8099,36.5345,31.41,96,100,11.05
462,Pisco,PE,2022-04-06 00:56:37,-13.7,-76.2167,68.05,83,0,14.97
463,Alirajpur,IN,2022-04-06 00:56:37,22.3031,74.3546,80.2,35,2,6.04
464,Mananjary,MG,2022-04-06 00:56:37,-21.2167,48.3333,74.53,93,61,1.86
465,Phan Thiet,VN,2022-04-06 00:56:38,10.9333,108.1,82.26,66,59,3.98
466,Ilebo,CD,2022-04-06 00:56:38,-4.3167,20.5833,71.74,99,100,1.68
467,Tiznit,MA,2022-04-06 00:56:38,29.5833,-9.5,50.58,79,79,9.64
468,Taganak,PH,2022-04-06 00:56:39,6.0833,118.3,80.74,85,100,7.47
469,Lompoc,US,2022-04-06 00:56:39,34.6391,-120.4579,82.78,65,0,31.0
470,Richards Bay,ZA,2022-04-06 00:56:39,-28.783,32.0377,73.27,86,90,2.64
471,Barreiras,BR,2022-04-06 00:56:40,-12.1528,-44.99,74.01,54,45,3.47
472,Samaipata,BO,2022-04-06 00:56:40,-18.15,-63.8667,53.6,98,11,1.72
473,Praia,CV,2022-04-06 00:56:40,14.9215,-23.5087,70.34,73,20,14.97
474,Remanso,BR,2022-04-06 00:56:41,-9.6179,-42.0831,77.76,53,0,5.26
475,Ostrovnoy,RU,2022-04-06 00:56:41,68.0531,39.5131,21.6,90,100,14.67
476,The Valley,AI,2022-04-06 00:56:41,18.217,-63.0578,78.82,76,17,17.78
477,Oxelosund,SE,2022-04-06 00:56:42,58.6706,17.1015,19.78,79,0,9.22
478,Lavrentiya,RU,2022-04-06 00:56:42,65.5833,-171.0,2.17,75,3,5.17
479,Donskoye,RU,2022-04-06 00:56:42,45.4552,41.9741,41.13,89,100,8.43
480,Tucurui,BR,2022-04-06 00:56:43,-3.7661,-49.6725,73.94,93,100,2.59
481,Bambari,CF,2022-04-06 00:56:43,5.768,20.6757,73.71,89,99,4.14
482,Fatehabad,IN,2022-04-06 00:56:43,29.5167,75.45,74.93,11,0,2.3
483,Atar,MR,2022-04-06 00:56:43,20.5169,-13.0499,72.93,32,5,10.02
484,Yibin,CN,2022-04-06 00:56:44,28.7667,104.6238,63.88,74,100,0.2
485,Churapcha,RU,2022-04-06 00:56:44,62.0025,132.4325,14.05,89,100,7.99
486,Diamantino,BR,2022-04-06 00:56:44,-14.4086,-56.4461,74.19,81,6,0.92
487,Vigrestad,NO,2022-04-06 00:56:45,58.5667,5.7,33.96,60,100,5.61
488,Saint-Francois,FR,2022-04-06 00:56:45,46.4154,3.9054,47.64,93,100,1.14
489,Abu Zabad,SD,2022-04-06 00:56:45,12.35,29.25,84.83,17,0,8.63
490,Poum,NC,2022-04-06 00:56:46,-20.2333,164.0167,80.53,89,100,39.1
491,Mino,JP,2022-04-06 00:56:46,34.8269,135.4706,67.89,51,20,2.3
492,Asyut,EG,2022-04-06 00:56:46,27.181,31.1837,75.38,9,100,4.38
493,Hami,CN,2022-04-06 00:56:47,42.8,93.45,61.03,19,0,8.32
494,Shelbyville,US,2022-04-06 00:52:21,35.4834,-86.4603,59.72,45,100,6.91
495,Leningradskiy,RU,2022-04-06 00:56:47,69.3833,178.4167,-3.5,93,81,23.96
496,Nantong,CN,2022-04-06 00:56:47,32.0303,120.8747,64.0,59,0,2.28
497,Ulladulla,AU,2022-04-06 00:56:48,-35.35,150.4667,63.77,82,100,10.76
498,Chipinge,ZW,2022-04-06 00:56:48,-20.1883,32.6236,64.47,88,6,3.2
499,Antofagasta,CL,2022-04-06 00:52:21,-23.65,-70.4,67.41,65,11,5.84
500,Abu Dhabi,AE,2022-04-06 00:52:26,24.4667,54.3667,74.97,84,0,1.14
501,Maragogi,BR,2022-04-06 00:56:48,-9.0122,-35.2225,77.32,84,66,4.54
502,Port Antonio,JM,2022-04-06 00:57:49,18.18,-76.4612,80.51,85,6,10.25
503,Sham Churasi,IN,2022-04-06 00:57:49,31.4997,75.7494,69.78,13,0,2.84
504,Norman Wells,CA,2022-04-06 00:56:54,65.282,-126.8329,15.84,41,20,5.75
505,Kiruna,SE,2022-04-06 00:57:50,67.8557,20.2251,22.12,100,100,17.27
506,Pontes E Lacerda,BR,2022-04-06 00:57:50,-15.2261,-59.3353,72.82,86,6,3.56
507,Kurumkan,RU,2022-04-06 00:57:50,54.3,110.3,18.25,86,100,2.01
508,Tucumcari,US,2022-04-06 00:57:51,35.1717,-103.725,77.49,15,17,23.13
509,Mackay,AU,2022-04-06 00:57:51,-21.15,149.2,88.68,78,40,10.36
510,Paray-Le-Monial,FR,2022-04-06 00:57:51,46.4546,4.1158,48.15,93,100,1.14
511,Shahreza,IR,2022-04-06 00:57:52,32.0339,51.8794,56.32,28,6,5.08
512,Bulgan,MN,2022-04-06 00:57:52,48.8125,103.5347,42.24,52,15,3.76
513,Teguise,ES,2022-04-06 00:57:52,29.0605,-13.564,55.62,63,0,3.44
514,Pangani,TZ,2022-04-06 00:57:52,-5.4333,38.9667,80.71,78,66,4.65
515,Koulikoro,ML,2022-04-06 00:57:53,14.0,-7.75,89.02,13,100,4.7
516,Beloha,MG,2022-04-06 00:57:53,-25.1667,45.05,71.33,95,13,4.65
517,Miles City,US,2022-04-06 00:57:53,46.4083,-105.8406,45.91,38,100,31.65
518,Borogontsy,RU,2022-04-06 00:57:54,62.6683,131.1683,10.47,87,100,5.3
519,Salalah,OM,2022-04-06 00:57:54,17.0151,54.0924,74.08,71,0,1.88
520,Nova Prata,BR,2022-04-06 00:57:54,-28.7839,-51.61,61.59,99,100,1.81
521,Muzhi,RU,2022-04-06 00:57:55,65.3667,64.6667,16.93,77,100,27.96
522,Ibiracu,BR,2022-04-06 00:57:55,-19.8319,-40.3697,80.01,92,5,1.1
523,Xiaoweizhai,CN,2022-04-06 00:57:55,26.1903,107.5125,56.68,87,100,2.86
524,Cururupu,BR,2022-04-06 00:57:56,-1.8283,-44.8683,74.16,98,100,2.57
525,Rio Grande,BR,2022-04-06 00:57:56,-32.035,-52.0986,54.95,67,0,8.19
526,Vanimo,PG,2022-04-06 00:57:56,-2.6741,141.3028,85.35,66,100,3.78
527,Barstow,US,2022-04-06 00:57:57,34.8986,-117.0228,86.99,23,0,12.73
528,Shitanjing,CN,2022-04-06 00:57:57,39.2342,106.3439,56.8,14,16,4.14
529,Holetown,BB,2022-04-06 00:55:38,13.1867,-59.6381,79.36,70,99,17.49
530,Nelson Bay,AU,2022-04-06 00:57:57,-32.7167,152.15,74.08,81,16,4.36
531,Coahuayana,MX,2022-04-06 00:57:58,18.7333,-103.6833,72.34,75,0,3.89
532,Wyndham,US,2022-04-06 00:57:58,37.6985,-77.6125,63.05,84,100,8.46
533,Beyneu,KZ,2022-04-06 00:57:58,45.3167,55.2,50.2,47,97,18.63
534,Berbera,SO,2022-04-06 00:57:59,10.4396,45.0143,77.11,84,2,2.64
535,Masuguru,TZ,2022-04-06 00:57:59,-11.3667,38.4167,71.17,98,17,2.51
536,Puro,PH,2022-04-06 00:57:59,12.4841,123.3827,81.91,77,99,12.66
537,Boende,CD,2022-04-06 00:58:00,-0.2167,20.8667,72.25,99,100,2.06
538,Tabas,IR,2022-04-06 00:58:00,33.5959,56.9244,76.57,14,100,2.21
539,Luanda,AO,2022-04-06 00:57:08,-8.8368,13.2343,75.42,87,99,7.11
540,Moussoro,TD,2022-04-06 00:58:00,13.6408,16.4901,85.77,10,0,9.6
541,Horizontina,BR,2022-04-06 00:58:01,-27.6258,-54.3078,68.02,93,52,2.93
542,Vylkove,UA,2022-04-06 00:58:01,45.4021,29.586,44.33,77,9,8.5
543,Tara,RU,2022-04-06 00:58:01,56.8944,74.371,32.9,80,8,12.62
544,Najran,SA,2022-04-06 00:58:02,17.4924,44.1277,65.05,13,0,2.82
545,Bachaquero,VE,2022-04-06 00:58:02,9.9694,-71.1494,82.83,75,100,3.42
546,Vyartsilya,RU,2022-04-06 00:58:02,62.1764,30.693,22.91,92,99,10.87
547,Azuaga,ES,2022-04-06 00:58:03,38.2667,-5.6833,40.96,94,100,4.03
548,Xuddur,SO,2022-04-06 00:58:03,4.1213,43.8894,71.76,84,0,14.94
549,Gayny,RU,2022-04-06 00:59:03,60.3071,54.3241,15.06,98,94,3.22
550,Ziniare,BF,2022-04-06 00:59:04,12.5822,-1.2983,90.23,30,38,7.56
551,Saeby,DK,2022-04-06 00:59:04,57.3319,10.5225,35.53,76,100,6.13
552,Kirzhach,RU,2022-04-06 00:59:04,56.15,38.8667,33.31,98,100,11.81
553,Bilma,NE,2022-04-06 00:59:05,18.6853,12.9164,84.16,7,0,6.15
554,Cockburn Town,TC,2022-04-06 00:54:21,21.4612,-71.1419,76.96,73,20,11.5
555,Bucerias,MX,2022-04-06 00:59:05,20.75,-105.3333,73.98,82,3,3.98
556,Kupang,ID,2022-04-06 00:56:59,-10.1667,123.5833,83.07,71,70,2.48
557,Petropavlovsk-Kamchatskiy,RU,2022-04-06 00:59:06,53.0452,158.6483,48.79,32,0,8.95
558,Moron,AR,2022-04-06 00:59:06,-34.6534,-58.6198,65.97,62,0,5.5
559,Kavadarci,MK,2022-04-06 00:59:06,41.4331,22.0119,41.76,86,1,1.79
560,Weymouth,US,2022-04-06 00:59:07,42.2209,-70.9398,52.84,56,100,5.99
561,Whitianga,NZ,2022-04-06 00:59:07,-36.8333,175.7,73.87,72,13,11.81
562,Tessalit,ML,2022-04-06 00:59:08,20.1986,1.0114,83.62,6,0,4.83
563,Gol,NO,2022-04-06 00:59:08,60.7014,8.9457,10.13,91,75,3.89
564,Mana,GF,2022-04-06 00:59:08,5.6592,-53.7767,76.51,90,79,9.91
565,Radyvyliv,UA,2022-04-06 00:59:09,50.1299,25.2558,38.37,97,100,5.77
566,Berea,US,2022-04-06 00:59:09,41.3662,-81.8543,56.05,78,100,5.75
567,Surab,PK,2022-04-06 00:59:09,28.4914,66.2585,59.11,24,78,0.63
568,Pangody,RU,2022-04-06 00:59:10,65.85,74.4859,31.12,94,100,18.86
569,Susanville,US,2022-04-06 00:57:28,40.4163,-120.653,64.65,17,1,3.0
570,Stornoway,GB,2022-04-06 00:59:10,58.2093,-6.3865,42.93,93,100,10.36
571,Arys,KZ,2022-04-06 00:59:10,42.4252,68.795,63.68,36,100,7.25
572,Thunder Bay,CA,2022-04-06 00:56:11,48.4001,-89.3168,34.29,93,100,13.8
573,Hobyo,SO,2022-04-06 00:59:11,5.3505,48.5268,80.35,72,16,11.23
574,Kolosovka,RU,2022-04-06 00:59:11,56.4678,73.611,33.08,82,24,14.2
575,Mildura,AU,2022-04-06 00:59:12,-34.2,142.15,67.06,55,100,9.22
576,Saraza,PH,2022-04-06 00:59:12,8.7356,117.78,78.51,87,100,5.28
577,Kirakira,SB,2022-04-06 00:59:13,-10.4544,161.9205,81.21,87,92,14.27
578,Sistranda,NO,2022-04-06 00:59:13,63.7256,8.834,33.76,47,25,15.97
579,Ayagoz,KZ,2022-04-06 00:59:13,47.9714,80.4392,47.98,52,9,3.27
580,Broome,US,2022-04-06 00:59:14,42.2506,-75.833,54.37,83,100,5.75
581,Irbeyskoye,RU,2022-04-06 00:59:14,55.6428,95.4522,37.67,88,100,3.96
582,Plettenberg Bay,ZA,2022-04-06 00:59:14,-34.0527,23.3716,59.05,83,57,8.86
583,Beitbridge,ZW,2022-04-06 00:59:15,-22.2167,30.0,75.51,59,0,4.34
